price,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities_Kitchen,amenities_Wifi,amenities_Smoke alarm,amenities_Essentials,amenities_Hot water,amenities_Hair dryer,amenities_Dishes and silverware,amenities_Hangers,amenities_Cooking basics,amenities_Bed linens,amenities_Iron,amenities_Refrigerator,amenities_Heating,amenities_Microwave,amenities_TV
$258.00,Bordeaux Sud,autre,Entire home/apt,4,1.0,2.0,3.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
$115.00,Saint-Mdard-en-Jalles,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
$210.00,Chartrons - Grand Parc - Jardin Public,Entire rental unit,Entire home/apt,3,1.5,1.0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$249.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,6,1.0,2.0,4.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$99.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$90.00,Bgles,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0
$31.00,Chartrons - Grand Parc - Jardin Public,Private room in rental unit,Private room,1,1.0,1.0,1.0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0
$75.00,Talence,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$120.00,Talence,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
$280.00,Le Bouscat,Entire townhouse,Entire home/apt,12,2.0,6.0,7.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
$100.00,Bordeaux Sud,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
$239.00,Chartrons - Grand Parc - Jardin Public,Entire home,Entire home/apt,5,2.0,3.0,3.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
$110.00,Centre ville (Bordeaux),Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0
$150.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$29.00,Bordeaux Sud,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
,Bordeaux Sud,Private room in rental unit,Private room,2,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
$103.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0
$70.00,Saint Augustin - Tauzin - Alphonse Dupeux,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
$96.00,Bordeaux Sud,Entire rental unit,Entire home/apt,3,1.5,3.0,4.0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0
,Caudran,Private room in home,Private room,2,,,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
$49.00,Saint Augustin - Tauzin - Alphonse Dupeux,Private room in home,Private room,2,1.0,1.0,1.0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0
$121.00,Nansouty - Saint Gens,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1
$123.00,Nansouty - Saint Gens,Private room in bed and breakfast,Private room,3,1.0,1.0,2.0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1
$159.00,Magonty,Entire villa,Entire home/apt,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
$66.00,Palmer-Gravires-Cavailles,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0
,Bordeaux Sud,Entire rental unit,Entire home/apt,4,,1.0,,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
$41.00,Carbon-Blanc,Private room in home,Private room,2,0.5,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
$103.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1
$130.00,Chartrons - Grand Parc - Jardin Public,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
$130.00,Chartrons - Grand Parc - Jardin Public,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
$393.00,Caudran,Entire home,Entire home/apt,10,3.0,5.0,6.0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0
$82.00,La Glacire,autre,Entire home/apt,2,1.0,1.0,0.0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0
$240.00,Bordeaux Sud,Entire rental unit,Entire home/apt,8,4.0,4.0,8.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
$68.00,Bordeaux Sud,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
$145.00,France Alouette,Private room in bed and breakfast,Private room,3,1.0,2.0,2.0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1
$58.00,Gradignan,Entire guesthouse,Entire home/apt,2,1.0,1.0,1.0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1
,Gradignan,Entire home,Entire home/apt,10,,5.0,,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
$585.00,Gradignan,autre,Entire home/apt,12,5.0,5.0,12.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
$34.00,Talence,Private room in townhouse,Private room,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$50.00,Bordeaux Sud,Private room in rental unit,Private room,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
$159.00,Centre ville (Bordeaux),Private room in bed and breakfast,Private room,3,1.0,1.0,1.0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0
$134.00,Centre ville (Bordeaux),Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0
$180.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0
$52.00,Centre ville (Bordeaux),Private room in rental unit,Private room,1,1.0,1.0,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$256.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
$200.00,Le Bourg,Entire villa,Entire home/apt,6,1.0,3.0,3.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
$69.00,La Glacire,Private room in townhouse,Private room,2,1.0,1.0,1.0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0
,Bordeaux Sud,Entire rental unit,Entire home/apt,2,,1.0,,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0
$360.00,Bouliac,Entire home,Entire home/apt,6,2.0,4.0,4.0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0
$280.00,Le Bouscat,Entire home,Entire home/apt,8,2.0,4.0,4.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$281.00,Nansouty - Saint Gens,Entire townhouse,Entire home/apt,6,2.0,3.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$150.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0
$139.00,Saint Augustin - Tauzin - Alphonse Dupeux,Entire home,Entire home/apt,4,1.0,2.0,3.0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0
$59.00,Lormont,Private room in townhouse,Private room,2,1.5,1.0,1.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
$45.00,Lormont,Private room in home,Private room,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$61.00,Bordeaux Sud,Entire rental unit,Entire home/apt,4,1.0,0.0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$189.00,Bordeaux Sud,Entire loft,Entire home/apt,7,1.0,3.0,4.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$73.00,Nansouty - Saint Gens,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$105.00,Chartrons - Grand Parc - Jardin Public,autre,Entire home/apt,4,1.0,1.0,2.0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1
$78.00,Bordeaux Sud,Entire rental unit,Entire home/apt,6,1.0,2.0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
$230.00,Bordeaux Sud,Entire rental unit,Entire home/apt,8,3.0,4.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
$90.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,4,1.5,3.0,4.0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0
$160.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
$180.00,Lormont,Entire home,Entire home/apt,6,1.0,3.0,3.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
$100.00,Saint-Mdard-en-Jalles,Entire guesthouse,Entire home/apt,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$65.00,Bordeaux Sud,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
$127.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
,Saint-Aubin-de-Mdoc,Entire home,Entire home/apt,7,,4.0,,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
$90.00,Saint-Mdard-en-Jalles,Entire home,Entire home/apt,3,1.0,1.0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
$106.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
$70.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$24.00,Lormont,Private room in rental unit,Private room,1,0.5,1.0,1.0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
$87.00,Saint Augustin - Tauzin - Alphonse Dupeux,Entire home,Entire home/apt,3,1.0,1.0,2.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
$168.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
$24.00,Lormont,Private room in rental unit,Private room,1,0.5,1.0,1.0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
$110.00,Bordeaux Sud,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1
$27.00,Bordeaux Sud,Entire rental unit,Entire home/apt,2,1.0,0.0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
$115.00,La Bastide,Private room in bed and breakfast,Private room,3,1.0,1.0,2.0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0
$70.00,Verthamon,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
$273.00,Magonty,Entire villa,Entire home/apt,4,2.0,3.0,3.0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
$105.00,La Bastide,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
$60.00,Saint-Mdard-en-Jalles,Entire condo,Entire home/apt,6,1.0,3.0,3.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$90.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0
$271.00,Bordeaux Sud,Entire home,Entire home/apt,10,2.0,6.0,7.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$80.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,2,1.5,1.0,1.0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1
$70.00,Bordeaux Sud,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
$65.00,Bordeaux Sud,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
,Chiquet-Fontaudin,Entire home,Entire home/apt,2,,1.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
$75.00,Centre ville (Bordeaux),Private room in townhouse,Private room,3,1.0,1.0,3.0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0
$26.00,Talence,Private room in condo,Private room,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
$110.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,4,1.5,2.0,3.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$220.00,Bordeaux Maritime,Entire townhouse,Entire home/apt,3,2.5,3.0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$90.00,Bordeaux Sud,Entire rental unit,Entire home/apt,6,1.0,3.0,3.0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
$38.00,Bgles,Private room in guest suite,Private room,2,1.0,1.0,1.0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
$400.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,8,1.5,4.0,4.0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0
$66.00,Bordeaux Sud,Entire rental unit,Entire home/apt,4,1.0,0.0,2.0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0
$450.00,Bordeaux Sud,Entire home,Entire home/apt,12,4.0,6.0,10.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$117.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,4,1.0,3.0,4.0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0
$76.00,Centre ville (Bordeaux),Entire condo,Entire home/apt,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
$49.00,Bordeaux Sud,Private room in rental unit,Private room,2,1.0,1.0,1.0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0
$100.00,Chartrons - Grand Parc - Jardin Public,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0
$200.00,Floirac,Entire home,Entire home/apt,8,1.0,3.0,8.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
$90.00,Nansouty - Saint Gens,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$95.00,La Bastide,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
$170.00,Bruges,Entire home,Entire home/apt,6,1.5,3.0,3.0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0
$159.00,Magonty,Private room in home,Private room,5,1.0,1.0,3.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
$105.00,Talence,Entire home,Entire home/apt,4,1.0,3.0,2.0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0
$273.00,Centre ville (Bordeaux),Entire townhouse,Entire home/apt,8,2.5,4.0,4.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
,Villenave-d'Ornon,Entire condo,Entire home/apt,4,,2.0,,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0
$50.00,Centre ville (Bordeaux),Private room in home,Private room,2,1.0,1.0,1.0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0
$68.00,Saint Augustin - Tauzin - Alphonse Dupeux,Entire home,Entire home/apt,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
$42.00,Saint Augustin - Tauzin - Alphonse Dupeux,Entire rental unit,Entire home/apt,1,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
$78.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,4,1.5,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$49.00,Les Eyquems,Private room in home,Private room,1,1.0,1.0,1.0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0
$90.00,Bordeaux Maritime,Entire home,Entire home/apt,6,2.0,2.0,4.0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1
$40.00,Bordeaux Sud,Private room in townhouse,Private room,2,1.0,1.0,1.0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0
$48.00,Bruges,Private room in home,Private room,1,1.0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1
$46.00,Bruges,Private room in townhouse,Private room,2,1.0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1
$160.00,Caudran,Entire home,Entire home/apt,4,2.0,2.0,2.0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
,Caudran,Entire rental unit,Entire home/apt,4,,2.0,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
$200.00,Talence,Entire home,Entire home/apt,6,2.0,3.0,3.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
,Bordeaux Maritime,Entire rental unit,Entire home/apt,5,,2.0,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
$129.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,2,1.5,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
$139.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
$129.00,Saint Augustin - Tauzin - Alphonse Dupeux,Entire home,Entire home/apt,4,1.0,2.0,2.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
$80.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$95.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
$190.00,Chartrons - Grand Parc - Jardin Public,Entire home,Entire home/apt,9,2.0,4.0,6.0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
$500.00,Eysines,Entire home,Entire home/apt,8,2.0,4.0,4.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
$230.00,Chartrons - Grand Parc - Jardin Public,Entire townhouse,Entire home/apt,7,2.0,3.0,4.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
$74.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,3,1.0,0.0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
,Bordeaux Sud,Entire home,Entire home/apt,3,,2.0,,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0
,Bruges,Entire home,Entire home/apt,8,,4.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$120.00,Caudran,Entire home,Entire home/apt,5,2.0,3.0,2.0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1
,Bordeaux Maritime,Entire rental unit,Entire home/apt,2,,1.0,,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
$85.00,Talence,Entire townhouse,Entire home/apt,4,1.0,2.0,1.0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0
$80.00,Eysines,Entire townhouse,Entire home/apt,4,1.0,2.0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
,Caudran,Private room in home,Private room,2,,,,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
$25.00,Blanquefort,Private room in home,Private room,2,1.0,1.0,1.0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1
$90.00,Bgles,Entire home,Entire home/apt,4,2.0,2.0,2.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
$26.00,Talence,Private room in rental unit,Private room,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
$47.00,Talence,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
$440.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0
$33.00,Bordeaux Sud,Private room in rental unit,Private room,1,1.0,1.0,1.0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1
$35.00,Bourran,Private room in rental unit,Private room,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
,Caudran,Entire home,Entire home/apt,5,,3.0,,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
$50.00,Bordeaux Sud,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0
,Bordeaux Sud,Entire home,Entire home/apt,7,,3.0,,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0
,Bruges,Private room in rental unit,Private room,2,,,,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
,Centre ville (Bordeaux),Private room in rental unit,Private room,2,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,6,,3.0,,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1
$70.00,Bordeaux Sud,Private room in home,Private room,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0
,Le Bouscat,Entire home,Entire home/apt,10,,5.0,,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
,Nansouty - Saint Gens,Entire home,Entire home/apt,2,,1.0,,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
$210.00,Saint-Mdard-en-Jalles,Entire home,Entire home/apt,6,2.0,4.0,4.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
,Bordeaux Sud,Private room in townhouse,Private room,3,,,,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0
,Floirac,Entire home,Entire home/apt,6,,3.0,,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
$250.00,Parempuyre,Entire home,Entire home/apt,10,3.5,5.0,6.0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0
$80.00,Gambetta-Mairie-Lissandre,Entire townhouse,Entire home/apt,3,1.0,1.0,3.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$48.00,Villenave-d'Ornon,Private room in guest suite,Private room,2,0.5,0.0,1.0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
$43.00,Bordeaux Maritime,Private room in guest suite,Private room,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
$91.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0
,Chartrons - Grand Parc - Jardin Public,Entire rental unit,Entire home/apt,4,,2.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
,Bordeaux Sud,Entire townhouse,Entire home/apt,4,,2.0,,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
$100.00,Centre ville (Bordeaux),Private room in townhouse,Private room,4,1.0,2.0,2.0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0
$190.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,6,1.0,2.0,4.0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
$65.00,Chartrons - Grand Parc - Jardin Public,Entire townhouse,Entire home/apt,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$85.00,Magonty,Private room in home,Private room,2,1.0,1.0,1.0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1
,Bordeaux Sud,Entire rental unit,Entire home/apt,4,,2.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
$75.00,Bordeaux Maritime,Private room in bed and breakfast,Private room,2,1.0,2.0,3.0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1
$160.00,Bordeaux Sud,Entire loft,Entire home/apt,4,2.0,2.0,2.0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0
$100.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
$237.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,3,2.0,2.0,2.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
$79.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$400.00,Centre ville (Bordeaux),Entire home,Entire home/apt,8,3.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$325.00,Nansouty - Saint Gens,Entire townhouse,Entire home/apt,6,2.0,3.0,4.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
,Nansouty - Saint Gens,Entire rental unit,Entire home/apt,2,,,,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1
$28.00,Bordeaux Sud,Private room in rental unit,Private room,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0
,Centre ville (Bordeaux),Entire home,Entire home/apt,8,,4.0,,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
$35.00,Talence,Private room in home,Private room,2,1.0,1.0,1.0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0
,Bordeaux Maritime,Entire rental unit,Entire home/apt,3,,1.0,,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
$152.00,Nansouty - Saint Gens,Entire townhouse,Entire home/apt,10,4.0,5.0,6.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
,Gradignan,Entire home,Entire home/apt,8,,3.0,,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
$329.00,Saint Augustin - Tauzin - Alphonse Dupeux,Private room in home,Private room,2,3.0,4.0,5.0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0
,Bordeaux Sud,Entire rental unit,Entire home/apt,4,,1.0,,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1
$50.00,Bordeaux Sud,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1
$75.00,Bgles,Private room in home,Private room,4,1.5,1.0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,4,,1.0,,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1
,Talence,Private room in home,Private room,1,,,,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0
$45.00,Gradignan,Private room in home,Private room,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,Bordeaux Sud,Entire rental unit,Entire home/apt,2,,1.0,,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
